event_id,incident_date,incident_time,site,department,shift,incident_type,description,injury_outcome,recordable,lost_time,near_miss,potential_sif,severity,frequency,critical_control_verified,inspection_completion_rate,training_compliance_pct,exposure_hours,latitude,longitude,risk_score
HSE-1257,2026-06-02,14:00,Depot B,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Depot B during day shift.,Near Miss,False,False,True,False,0,5,False,93.5,85.3,1058,41.8781,-87.6298,0
HSE-1258,2026-06-02,18:20,Plant C,Maintenance,Day,Slip / Trip,Worker slipped near transfer walkway at Plant C during day shift.,Medical Treatment,True,True,False,False,5,3,True,96.7,94.2,979,29.7604,-95.3698,15
HSE-1259,2026-06-02,23:40,Terminal E,Logistics,Night,Struck By,Struck By event reported at Terminal E during night shift.,First Aid,True,False,False,False,2,1,True,88.9,93.2,1399,34.0522,-118.2437,2
HSE-1260,2026-06-03,23:50,Depot A,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Depot A during night shift.,First Aid,False,False,False,False,1,5,True,84.0,98.4,1124,39.7392,-104.9903,5
HSE-1261,2026-06-03,12:10,Terminal E,Maintenance,Day,Struck By,Struck By event reported at Terminal E during day shift.,Medical Treatment,True,True,False,False,4,2,True,69.2,92.5,992,34.0522,-118.2437,8
HSE-1262,2026-06-04,11:10,Depot A,Operations,Day,Struck By,Struck By event reported at Depot A during day shift.,Near Miss,False,False,True,False,0,1,True,91.7,97.4,1017,39.7392,-104.9903,0
HSE-1263,2026-06-05,16:20,Depot A,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Depot A during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,3,5,True,100.0,89.1,1344,39.7392,-104.9903,15
HSE-1264,2026-06-07,18:00,Depot A,Utilities,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,Lost Time,True,False,False,False,2,5,True,79.3,95.2,862,39.7392,-104.9903,10
HSE-1265,2026-06-07,06:40,Warehouse D,Utilities,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Warehouse D during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,3,True,100.0,92.9,1164,33.4484,-112.074,15
HSE-1266,2026-06-08,08:00,Depot B,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Depot B during day shift.,Restricted Work,True,False,False,False,2,3,False,100.0,91.6,1390,41.8781,-87.6298,6
HSE-1267,2026-06-10,08:50,Plant C,Maintenance,Day,Slip / Trip,Worker slipped near transfer walkway at Plant C during day shift.,First Aid,True,True,False,False,5,1,True,60.0,95.0,1235,29.7604,-95.3698,5
HSE-1268,2026-06-10,00:10,Terminal E,Logistics,Night,Manual Handling,Manual Handling event reported at Terminal E during night shift.,Lost Time,True,False,False,False,3,2,True,100.0,96.1,1369,34.0522,-118.2437,6
HSE-1269,2026-06-12,12:10,Depot B,Maintenance,Day,Equipment Contact,Equipment Contact event reported at Depot B during day shift. Credible worst case could be life-altering.,Restricted Work,True,True,False,True,4,2,False,73.9,98.6,898,41.8781,-87.6298,8
HSE-1270,2026-06-13,00:10,Depot A,Logistics,Night,Chemical Exposure,Chemical Exposure event reported at Depot A during night shift.,Lost Time,True,True,False,False,5,3,True,84.6,84.9,949,39.7392,-104.9903,15
HSE-1271,2026-06-13,11:50,Depot B,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Depot B during day shift.,Restricted Work,False,False,False,False,1,1,True,84.4,82.3,1124,41.8781,-87.6298,1
HSE-1272,2026-06-13,23:00,Plant C,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Plant C during night shift.,Near Miss,False,False,True,False,0,1,True,76.2,82.8,1172,29.7604,-95.3698,0
HSE-1273,2026-06-13,16:20,Terminal E,Operations,Day,Equipment Contact,Equipment Contact event reported at Terminal E during day shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,3,True,84.4,82.2,1013,34.0522,-118.2437,9
HSE-1274,2026-06-14,02:30,Depot A,Operations,Night,Near Miss,Near Miss event reported at Depot A during night shift.,Near Miss,False,False,True,False,0,3,True,51.6,94.0,1193,39.7392,-104.9903,0
HSE-1275,2026-06-14,12:50,Depot B,Utilities,Day,Manual Handling,Manual Handling event reported at Depot B during day shift.,Lost Time,True,False,False,False,2,4,True,67.7,86.4,1104,41.8781,-87.6298,8
HSE-1276,2026-06-15,02:00,Depot B,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,Medical Treatment,False,False,False,False,1,1,True,100.0,93.2,872,41.8781,-87.6298,1
HSE-1277,2026-06-15,09:10,Plant C,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Plant C during day shift.,Restricted Work,True,True,False,False,4,4,True,82.8,95.8,905,29.7604,-95.3698,16
HSE-1278,2026-06-15,17:00,Warehouse D,Logistics,Day,Struck By,Struck By event reported at Warehouse D during day shift.,First Aid,True,False,False,False,2,5,True,96.7,90.7,1295,33.4484,-112.074,10
HSE-1279,2026-06-16,22:10,Depot B,Operations,Night,Equipment Contact,Equipment Contact event reported at Depot B during night shift.,Medical Treatment,True,False,False,False,2,1,True,73.3,97.7,1138,41.8781,-87.6298,2
HSE-1280,2026-06-16,06:10,Plant C,Maintenance,Day,Equipment Contact,Equipment Contact event reported at Plant C during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,4,False,84.2,82.9,882,29.7604,-95.3698,16
HSE-1281,2026-06-16,07:20,Warehouse D,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Warehouse D during day shift.,Medical Treatment,True,False,False,False,2,1,False,90.0,95.2,1213,33.4484,-112.074,2
HSE-1282,2026-06-16,00:20,Terminal E,Operations,Night,Manual Handling,Manual Handling event reported at Terminal E during night shift.,Medical Treatment,True,False,False,False,2,5,True,87.1,95.2,1077,34.0522,-118.2437,10
HSE-1283,2026-06-17,08:40,Terminal E,Maintenance,Day,Equipment Contact,Equipment Contact event reported at Terminal E during day shift.,First Aid,True,False,False,False,3,3,True,96.3,83.0,1088,34.0522,-118.2437,9
HSE-1284,2026-06-18,08:50,Depot B,Operations,Day,Fall From Height,Elevated work task had incomplete edge protection at Depot B. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,3,True,65.6,82.5,855,41.8781,-87.6298,15
HSE-1285,2026-06-18,02:00,Plant C,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Plant C during night shift.,First Aid,True,False,False,False,3,3,True,89.3,98.0,1107,29.7604,-95.3698,9
HSE-1286,2026-06-18,10:50,Terminal E,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Terminal E during day shift.,First Aid,True,False,False,False,3,3,True,75.0,83.9,1003,34.0522,-118.2437,9
HSE-1287,2026-06-19,16:50,Depot A,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Depot A during day shift.,Restricted Work,False,False,False,False,1,1,True,95.2,83.2,1191,39.7392,-104.9903,1
HSE-1288,2026-06-19,14:00,Plant C,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Plant C during day shift.,Medical Treatment,False,False,False,False,1,5,False,94.4,97.7,1028,29.7604,-95.3698,5
HSE-1289,2026-06-19,00:00,Terminal E,Operations,Night,Near Miss,Near Miss event reported at Terminal E during night shift.,Near Miss,False,False,True,False,0,5,True,77.3,89.4,1383,34.0522,-118.2437,0
HSE-1290,2026-06-20,23:00,Depot B,Logistics,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Depot B during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,2,False,57.1,86.8,975,41.8781,-87.6298,8
HSE-1291,2026-06-20,01:10,Terminal E,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Terminal E during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,5,True,100.0,92.3,885,34.0522,-118.2437,20
HSE-1292,2026-06-21,06:10,Depot A,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,Near Miss,False,False,True,False,0,4,True,88.0,85.5,1097,39.7392,-104.9903,0
HSE-1293,2026-06-21,13:40,Depot B,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Depot B during day shift.,Restricted Work,False,False,False,False,1,4,True,92.0,89.9,954,41.8781,-87.6298,4
HSE-1294,2026-06-22,17:40,Depot A,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,Medical Treatment,True,False,False,False,3,5,True,100.0,88.6,1364,39.7392,-104.9903,15
HSE-1295,2026-06-22,00:00,Terminal E,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Terminal E during night shift.,First Aid,False,False,False,False,1,2,True,85.7,96.6,1171,34.0522,-118.2437,2
HSE-1296,2026-06-23,01:20,Depot B,Logistics,Night,Manual Handling,Manual Handling event reported at Depot B during night shift.,Near Miss,False,False,True,False,0,2,False,80.0,86.9,954,41.8781,-87.6298,0
HSE-1297,2026-06-24,22:40,Depot B,Maintenance,Night,Equipment Contact,Equipment Contact event reported at Depot B during night shift.,First Aid,True,False,False,False,2,5,True,66.7,96.4,920,41.8781,-87.6298,10
HSE-1298,2026-06-24,18:10,Plant C,Operations,Day,Manual Handling,Manual Handling event reported at Plant C during day shift.,First Aid,True,False,False,False,3,4,True,100.0,89.8,947,29.7604,-95.3698,12
HSE-1299,2026-06-24,15:50,Warehouse D,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Warehouse D during day shift.,Medical Treatment,True,False,False,False,3,4,True,60.7,87.1,940,33.4484,-112.074,12
HSE-1300,2026-06-25,22:20,Depot B,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,Medical Treatment,True,False,False,False,2,5,True,78.1,89.3,1242,41.8781,-87.6298,10
HSE-1301,2026-06-25,12:50,Plant C,Operations,Day,Struck By,Struck By event reported at Plant C during day shift.,Restricted Work,False,False,False,False,1,1,True,87.1,83.8,1167,29.7604,-95.3698,1
HSE-1302,2026-06-26,02:20,Depot A,Operations,Night,Equipment Contact,Equipment Contact event reported at Depot A during night shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,3,1,False,92.6,97.3,1180,39.7392,-104.9903,3
HSE-1303,2026-06-26,01:10,Warehouse D,Maintenance,Night,Near Miss,Near Miss event reported at Warehouse D during night shift.,Near Miss,False,False,True,False,0,2,True,93.8,85.0,1144,33.4484,-112.074,0
HSE-1304,2026-06-29,22:40,Depot B,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,First Aid,True,False,False,False,2,4,False,83.9,94.4,994,41.8781,-87.6298,8
